feature_name,date,avg_latency,crash_rate,avg_feedback,usage_count,avg_error_count,is_high_risk,risk_probability,risk_label
Login,2019-10-01,84.92222222222222,0.027777777777777776,3.533888888888889,180,0.6666666666666666,1,0.714982072934242,1
Login,2019-10-02,89.34530386740332,0.011049723756906077,3.498618784530387,362,0.5607734806629834,0,0.6614332003982546,1
Login,2019-10-03,86.32673267326733,0.033663366336633666,3.541782178217822,505,0.6396039603960396,0,0.7113407773064844,1
Login,2019-10-04,88.95578673602081,0.02080624187256177,3.5065019505851756,769,0.5981794538361509,0,0.6858620849231314,1
Login,2019-10-05,88.90541976620617,0.020191285866099893,3.495855472901169,941,0.6195536663124336,0,0.6935527755195984,1
Login,2019-10-06,86.82954545454545,0.013111888111888112,3.4836538461538464,1144,0.5358391608391608,0,0.6614332003982546,1
Login,2019-10-07,88.87728658536585,0.01600609756097561,3.5137957317073174,1312,0.5701219512195121,0,0.6614332003982546,1
Login,2019-10-08,90.01414141414142,0.02356902356902357,3.4674074074074075,1485,0.5851851851851851,1,0.6849858267822195,1
Login,2019-10-09,88.27157513578757,0.018708509354254676,3.5053108026554014,1657,0.5648762824381413,0,0.6614332003982546,1
Login,2019-10-10,89.48946015424164,0.021079691516709513,3.4963496143958865,1945,0.5778920308483291,0,0.6858620849231314,1
Login,2019-10-11,88.3869625520111,0.025427646786870088,3.5080906148867315,2163,0.6130374479889042,0,0.6926765173786865,1
Login,2019-10-12,88.60966386554622,0.02100840336134454,3.49172268907563,2380,0.6025210084033613,0,0.690826995552439,1
Login,2019-10-13,89.13510479041916,0.019835329341317365,3.490868263473054,2672,0.6044161676646707,0,0.690826995552439,1
Login,2019-10-14,87.80111849003845,0.02132121635791681,3.48860538273331,2861,0.612023767913317,0,0.6935527755195984,1
Login,2019-10-15,89.24738012067323,0.02127659574468085,3.5004445855827244,3149,0.5951095585900286,0,0.6858620849231314,1
Login,2019-10-16,88.45824665676078,0.018127786032689452,3.484606240713225,3365,0.5774145616641901,0,0.6647665337315879,1
Login,2019-10-17,88.98143164693218,0.02045209903121636,3.47545748116254,3716,0.5976856835306782,0,0.6858620849231314,1
Login,2019-10-18,88.14129048712063,0.018362662586074982,3.5260137719969395,3921,0.5809742412649834,0,0.6858620849231314,1
Login,2019-10-19,88.4989727786338,0.02182845403184386,3.498587570621469,3894,0.5921931176168465,0,0.6858620849231314,1
Login,2019-10-20,89.23416551086454,0.021497919556171984,3.490730466944059,4326,0.6007859454461396,0,0.6858620849231314,1
Login,2019-10-21,89.21923246581385,0.01874724305249228,3.4779444199382445,4534,0.5891045434494927,0,0.6858620849231314,1
Login,2019-10-22,89.06603575184018,0.022082018927444796,3.4909568874868557,4755,0.5981072555205047,0,0.6849858267822195,1
Login,2019-10-23,88.9915628766573,0.019284853354760947,3.484732824427481,4978,0.5903977501004419,0,0.6858620849231314,1
Login,2019-10-24,88.88213663634605,0.023804915811883105,3.5040061931488293,5167,0.6009289723243662,0,0.6849858267822195,1
Login,2019-10-25,88.86888307807247,0.01979828165857303,3.5055098991408293,5354,0.6053418005229735,0,0.690826995552439,1
Login,2019-10-26,89.07488099597217,0.01922372757231783,3.4957524716221164,5462,0.572683998535335,0,0.6647665337315879,1
Login,2019-10-27,88.73441780821918,0.017294520547945204,3.5013869863013696,5840,0.5809931506849315,0,0.6858620849231314,1
Login,2019-10-28,88.69640192339578,0.018736527938981926,3.4988061681313214,6031,0.573702536892721,0,0.6647665337315879,1
Login,2019-10-29,89.01084493363548,0.02120427322758174,3.507348656523147,6178,0.596309485270314,0,0.6858620849231314,1
Login,2019-10-30,88.76701697655618,0.01875505254648343,3.5002101859337107,6185,0.585125303152789,0,0.6858620849231314,1
Login,2019-10-31,88.80262119058898,0.019264171798515712,3.5179693668087793,6333,0.5889783672824885,0,0.6858620849231314,1
